Clock_Round,Service_Area,Bidder,bid_decision,prov_win_bid,prov_rank
26,Karnataka,Vodafone,No Bid,-,-
26,Tamil Nadu,Vodafone,No Bid,-,-
26,Kerala,Vodafone,No Bid,-,-
26,Punjab,Vodafone,No Bid,-,-
26,Haryana,Vodafone,No Bid,-,-
26,Uttar Pradesh (East),Vodafone,No Bid,-,-
26,Uttar Pradesh (West),Vodafone,No Bid,-,-
26,Rajasthan,Vodafone,No Bid,-,-
26,Madhya Pradesh,Vodafone,No Bid,-,-
26,West Bengal,Vodafone,No Bid,-,-
26,Himachal Pradesh,Vodafone,No Bid,-,-
26,Bihar,Vodafone,No Bid,-,-
26,Orissa,Vodafone,No Bid,-,-
26,Assam,Vodafone,No Bid,-,-
26,North East,Vodafone,No Bid,-,-
26,Jammu & Kashmir,Vodafone,No Bid,-,-
27,Delhi,Aircel,Bid,672.96,2
27,Mumbai,Aircel,Bid,672.96,2
27,Kolkata,Aircel,No Bid,-,-
27,Maharashtra,Aircel,Bid,659.48,2
27,Gujarat,Aircel,No Bid,-,-
27,Andhra Pradesh,Aircel,Bid,631.52,2
27,Karnataka,Aircel,Bid,672.96,2
27,Tamil Nadu,Aircel,Bid,617,2
27,Kerala,Aircel,No Bid,-,-
27,Punjab,Aircel,No Bid,-,-
27,Haryana,Aircel,No Bid,-,-
27,Uttar Pradesh (East),Aircel,No Bid,-,-
27,Uttar Pradesh (West),Aircel,No Bid,-,-
27,Rajasthan,Aircel,No Bid,-,-
27,Madhya Pradesh,Aircel,No Bid,-,-
27,West Bengal,Aircel,No Bid,-,-
27,Himachal Pradesh,Aircel,No Bid,-,-
27,Bihar,Aircel,No Bid,-,-
27,Orissa,Aircel,No Bid,-,-
27,Assam,Aircel,No Bid,-,-
27,North East,Aircel,No Bid,-,-
27,Jammu & Kashmir,Aircel,No Bid,-,-
27,Delhi,Augere,No Bid,-,-
27,Mumbai,Augere,No Bid,-,-
27,Kolkata,Augere,No Bid,-,-
27,Maharashtra,Augere,No Bid,-,-
27,Gujarat,Augere,No Bid,-,-
27,Andhra Pradesh,Augere,No Bid,-,-
27,Karnataka,Augere,No Bid,-,-
27,Tamil Nadu,Augere,No Bid,-,-
27,Kerala,Augere,No Bid,-,-
27,Punjab,Augere,No Bid,-,-
27,Haryana,Augere,No Bid,-,-
27,Uttar Pradesh (East),Augere,No Bid,-,-
27,Uttar Pradesh (West),Augere,No Bid,-,-
27,Rajasthan,Augere,No Bid,-,-
27,Madhya Pradesh,Augere,No Bid,66.23,2
27,West Bengal,Augere,No Bid,-,-
27,Himachal Pradesh,Augere,No Bid,-,-
27,Bihar,Augere,No Bid,16.37,2
27,Orissa,Augere,No Bid,-,-
27,Assam,Augere,No Bid,-,-
27,North East,Augere,No Bid,-,-
27,Jammu & Kashmir,Augere,No Bid,-,-
27,Delhi,Bharti,No Bid,-,-
27,Mumbai,Bharti,No Bid,-,-
27,Kolkata,Bharti,No Bid,-,-
27,Maharashtra,Bharti,No Bid,-,-
27,Gujarat,Bharti,No Bid,444.7,2
27,Andhra Pradesh,Bharti,No Bid,-,-
27,Karnataka,Bharti,No Bid,-,-
27,Tamil Nadu,Bharti,No Bid,-,-
27,Kerala,Bharti,No Bid,-,-
27,Punjab,Bharti,Bid,212.52,2
27,Haryana,Bharti,No Bid,-,-
27,Uttar Pradesh (East),Bharti,No Bid,-,-
27,Uttar Pradesh (West),Bharti,No Bid,-,-
27,Rajasthan,Bharti,No Bid,-,-
27,Madhya Pradesh,Bharti,No Bid,-,-
27,West Bengal,Bharti,No Bid,-,-
27,Himachal Pradesh,Bharti,No Bid,-,-
27,Bihar,Bharti,No Bid,-,-
27,Orissa,Bharti,No Bid,-,-
27,Assam,Bharti,No Bid,-,-
27,North East,Bharti,No Bid,-,-
27,Jammu & Kashmir,Bharti,No Bid,-,-
27,Delhi,Idea,Bid,-,-
27,Mumbai,Idea,Bid,-,-
27,Kolkata,Idea,Bid,306.28,2
27,Maharashtra,Idea,No Bid,-,-
27,Gujarat,Idea,No Bid,-,-
27,Andhra Pradesh,Idea,Bid,-,-
27,Karnataka,Idea,Bid,-,-
27,Tamil Nadu,Idea,No Bid,-,-
27,Kerala,Idea,No Bid,-,-
27,Punjab,Idea,No Bid,-,-
27,Haryana,Idea,No Bid,-,-
27,Uttar Pradesh (East),Idea,No Bid,-,-
27,Uttar Pradesh (West),Idea,No Bid,-,-
27,Rajasthan,Idea,No Bid,-,-
27,Madhya Pradesh,Idea,No Bid,-,-
27,West Bengal,Idea,No Bid,-,-
27,Himachal Pradesh,Idea,No Bid,-,-
27,Bihar,Idea,No Bid,-,-
27,Orissa,Idea,No Bid,-,-
27,Assam,Idea,No Bid,-,-
27,North East,Idea,No Bid,-,-
27,Jammu & Kashmir,Idea,No Bid,-,-
27,Delhi,Infotel,Bid,672.96,1
27,Mumbai,Infotel,Bid,672.96,1
27,Kolkata,Infotel,Bid,306.28,1
27,Maharashtra,Infotel,Bid,659.48,1
27,Gujarat,Infotel,-,464.7,1
27,Andhra Pradesh,Infotel,Bid,631.52,1
27,Karnataka,Infotel,Bid,672.96,1
27,Tamil Nadu,Infotel,Bid,617,1
27,Kerala,Infotel,Bid,137.08,1
27,Punjab,Infotel,Bid,212.52,1
27,Haryana,Infotel,-,60.6,1
27,Uttar Pradesh (East),Infotel,-,70.93,1
27,Uttar Pradesh (West),Infotel,Bid,114.42,1
27,Rajasthan,Infotel,-,60.6,1
27,Madhya Pradesh,Infotel,-,66.89,1
27,West Bengal,Infotel,-,60.6,1
27,Himachal Pradesh,Infotel,-,15,1
27,Bihar,Infotel,-,16.53,1
27,Orissa,Infotel,-,15.3,1
27,Assam,Infotel,-,15,1
27,North East,Infotel,-,15,1
27,Jammu & Kashmir,Infotel,-,15,1
27,Delhi,Qualcomm,Bid,-,-
27,Mumbai,Qualcomm,Bid,-,-
27,Kolkata,Qualcomm,Bid,-,-
27,Maharashtra,Qualcomm,No Bid,-,-
27,Gujarat,Qualcomm,No Bid,-,-
27,Andhra Pradesh,Qualcomm,No Bid,-,-
27,Karnataka,Qualcomm,Bid,-,-
27,Tamil Nadu,Qualcomm,Bid,-,-
27,Kerala,Qualcomm,No Bid,-,-
27,Punjab,Qualcomm,No Bid,-,-
27,Haryana,Qualcomm,No Bid,-,-
27,Uttar Pradesh (East),Qualcomm,No Bid,-,-
27,Uttar Pradesh (West),Qualcomm,No Bid,-,-
27,Rajasthan,Qualcomm,No Bid,-,-
27,Madhya Pradesh,Qualcomm,No Bid,-,-
27,West Bengal,Qualcomm,No Bid,-,-
27,Himachal Pradesh,Qualcomm,No Bid,-,-
27,Bihar,Qualcomm,No Bid,-,-
27,Orissa,Qualcomm,No Bid,-,-
27,Assam,Qualcomm,No Bid,-,-
27,North East,Qualcomm,No Bid,-,-
27,Jammu & Kashmir,Qualcomm,No Bid,-,-
27,Delhi,Reliance,Bid,-,-
27,Mumbai,Reliance,Bid,-,-
27,Kolkata,Reliance,Bid,-,-
27,Maharashtra,Reliance,No Bid,-,-
27,Gujarat,Reliance,No Bid,-,-
27,Andhra Pradesh,Reliance,No Bid,-,-
27,Karnataka,Reliance,Bid,-,-
27,Tamil Nadu,Reliance,No Bid,-,-
27,Kerala,Reliance,Bid,137.08,2
27,Punjab,Reliance,No Bid,-,-
27,Haryana,Reliance,No Bid,-,-
27,Uttar Pradesh (East),Reliance,No Bid,-,-
27,Uttar Pradesh (West),Reliance,No Bid,-,-
27,Rajasthan,Reliance,No Bid,-,-
27,Madhya Pradesh,Reliance,No Bid,-,-
27,West Bengal,Reliance,No Bid,-,-
27,Himachal Pradesh,Reliance,No Bid,-,-
27,Bihar,Reliance,No Bid,-,-
27,Orissa,Reliance,No Bid,-,-
27,Assam,Reliance,No Bid,-,-
27,North East,Reliance,No Bid,-,-
27,Jammu & Kashmir,Reliance,No Bid,-,-
27,Delhi,Spice,Bid,-,-
27,Mumbai,Spice,Bid,-,-
27,Kolkata,Spice,No Bid,-,-
27,Maharashtra,Spice,No Bid,-,-
27,Gujarat,Spice,No Bid,-,-
27,Andhra Pradesh,Spice,No Bid,-,-
27,Karnataka,Spice,No Bid,-,-
27,Tamil Nadu,Spice,No Bid,-,-
27,Kerala,Spice,No Bid,-,-
27,Punjab,Spice,No Bid,-,-
27,Haryana,Spice,No Bid,-,-
27,Uttar Pradesh (East),Spice,No Bid,-,-
27,Uttar Pradesh (West),Spice,No Bid,-,-
27,Rajasthan,Spice,No Bid,-,-
27,Madhya Pradesh,Spice,No Bid,-,-
27,West Bengal,Spice,No Bid,-,-
27,Himachal Pradesh,Spice,No Bid,-,-
27,Bihar,Spice,No Bid,-,-
27,Orissa,Spice,No Bid,-,-
27,Assam,Spice,No Bid,-,-
27,North East,Spice,No Bid,-,-
27,Jammu & Kashmir,Spice,No Bid,-,-
27,Delhi,Tata,Bid,-,-
27,Mumbai,Tata,Bid,-,-
27,Kolkata,Tata,Bid,-,-
27,Maharashtra,Tata,No Bid,-,-
27,Gujarat,Tata,No Bid,-,-
27,Andhra Pradesh,Tata,No Bid,-,-
27,Karnataka,Tata,Bid,-,-
27,Tamil Nadu,Tata,No Bid,-,-
27,Kerala,Tata,Bid,-,-
27,Punjab,Tata,No Bid,-,-
27,Haryana,Tata,No Bid,-,-
27,Uttar Pradesh (East),Tata,No Bid,-,-
27,Uttar Pradesh (West),Tata,Bid,114.42,2
27,Rajasthan,Tata,No Bid,-,-
27,Madhya Pradesh,Tata,No Bid,-,-
27,West Bengal,Tata,No Bid,-,-
27,Himachal Pradesh,Tata,No Bid,-,-
27,Bihar,Tata,No Bid,-,-
27,Orissa,Tata,No Bid,15.15,2
27,Assam,Tata,No Bid,-,-
27,North East,Tata,No Bid,-,-
27,Jammu & Kashmir,Tata,No Bid,-,-
27,Delhi,Tikona,Bid,-,-
27,Mumbai,Tikona,Bid,-,-
27,Kolkata,Tikona,Bid,-,-
27,Maharashtra,Tikona,No Bid,-,-
27,Gujarat,Tikona,No Bid,-,-
27,Andhra Pradesh,Tikona,No Bid,-,-
27,Karnataka,Tikona,No Bid,-,-
27,Tamil Nadu,Tikona,No Bid,-,-
27,Kerala,Tikona,No Bid,-,-
27,Punjab,Tikona,No Bid,-,-
27,Haryana,Tikona,No Bid,60,2
27,Uttar Pradesh (East),Tikona,Bid,70.93,2
27,Uttar Pradesh (West),Tikona,No Bid,-,-
27,Rajasthan,Tikona,No Bid,60,2
27,Madhya Pradesh,Tikona,No Bid,-,-
27,West Bengal,Tikona,No Bid,60,2
27,Himachal Pradesh,Tikona,No Bid,-,-
27,Bihar,Tikona,No Bid,-,-
27,Orissa,Tikona,No Bid,-,-
27,Assam,Tikona,No Bid,-,-
27,North East,Tikona,No Bid,-,-
27,Jammu & Kashmir,Tikona,No Bid,-,-
27,Delhi,Vodafone,No Bid,-,-
27,Mumbai,Vodafone,No Bid,-,-
27,Kolkata,Vodafone,Bid,-,-
27,Maharashtra,Vodafone,No Bid,-,-
27,Gujarat,Vodafone,No Bid,-,-
27,Andhra Pradesh,Vodafone,No Bid,-,-
27,Karnataka,Vodafone,No Bid,-,-
27,Tamil Nadu,Vodafone,No Bid,-,-
27,Kerala,Vodafone,No Bid,-,-
27,Punjab,Vodafone,No Bid,-,-
27,Haryana,Vodafone,No Bid,-,-
27,Uttar Pradesh (East),Vodafone,No Bid,-,-
27,Uttar Pradesh (West),Vodafone,No Bid,-,-
27,Rajasthan,Vodafone,No Bid,-,-
27,Madhya Pradesh,Vodafone,No Bid,-,-
27,West Bengal,Vodafone,No Bid,-,-
27,Himachal Pradesh,Vodafone,No Bid,-,-
27,Bihar,Vodafone,No Bid,-,-
27,Orissa,Vodafone,No Bid,-,-
27,Assam,Vodafone,No Bid,-,-
27,North East,Vodafone,No Bid,-,-
27,Jammu & Kashmir,Vodafone,No Bid,-,-
28,Delhi,Aircel,Bid,-,-
28,Mumbai,Aircel,Bid,-,-
28,Kolkata,Aircel,No Bid,-,-
28,Maharashtra,Aircel,No Bid,-,-
28,Gujarat,Aircel,No Bid,-,-
28,Andhra Pradesh,Aircel,No Bid,-,-
28,Karnataka,Aircel,Bid,-,-
28,Tamil Nadu,Aircel,No Bid,-,-
28,Kerala,Aircel,No Bid,-,-
28,Punjab,Aircel,No Bid,-,-
28,Haryana,Aircel,No Bid,-,-
28,Uttar Pradesh (East),Aircel,No Bid,-,-
28,Uttar Pradesh (West),Aircel,No Bid,-,-
28,Rajasthan,Aircel,No Bid,-,-
28,Madhya Pradesh,Aircel,No Bid,-,-
28,West Bengal,Aircel,No Bid,-,-
28,Himachal Pradesh,Aircel,No Bid,-,-
28,Bihar,Aircel,No Bid,-,-
28,Orissa,Aircel,No Bid,-,-
28,Assam,Aircel,No Bid,-,-
28,North East,Aircel,No Bid,-,-
28,Jammu & Kashmir,Aircel,No Bid,-,-
28,Delhi,Augere,No Bid,-,-
28,Mumbai,Augere,No Bid,-,-
28,Kolkata,Augere,No Bid,-,-
28,Maharashtra,Augere,No Bid,-,-
28,Gujarat,Augere,No Bid,-,-
28,Andhra Pradesh,Augere,No Bid,-,-
28,Karnataka,Augere,No Bid,-,-
28,Tamil Nadu,Augere,No Bid,-,-
28,Kerala,Augere,No Bid,-,-
28,Punjab,Augere,No Bid,-,-
28,Haryana,Augere,No Bid,-,-
28,Uttar Pradesh (East),Augere,No Bid,-,-
28,Uttar Pradesh (West),Augere,No Bid,-,-
28,Rajasthan,Augere,No Bid,-,-
28,Madhya Pradesh,Augere,No Bid,66.23,2
28,West Bengal,Augere,No Bid,-,-
28,Himachal Pradesh,Augere,No Bid,-,-
28,Bihar,Augere,No Bid,16.37,2
28,Orissa,Augere,No Bid,-,-
28,Assam,Augere,No Bid,-,-
28,North East,Augere,No Bid,-,-
28,Jammu & Kashmir,Augere,No Bid,-,-
28,Delhi,Bharti,Bid,692.96,2
28,Mumbai,Bharti,Bid,692.96,2
28,Kolkata,Bharti,Bid,316.28,2
28,Maharashtra,Bharti,Bid,666.07,2
28,Gujarat,Bharti,No Bid,444.7,2
28,Andhra Pradesh,Bharti,Bid,637.83,2
28,Karnataka,Bharti,Bid,692.96,2
28,Tamil Nadu,Bharti,Bid,623.17,2
28,Kerala,Bharti,Bid,138.45,2
28,Punjab,Bharti,No Bid,212.52,2
28,Haryana,Bharti,No Bid,-,-
28,Uttar Pradesh (East),Bharti,Bid,71.63,2
28,Uttar Pradesh (West),Bharti,Bid,115.56,2
28,Rajasthan,Bharti,No Bid,-,-
28,Madhya Pradesh,Bharti,No Bid,-,-
28,West Bengal,Bharti,No Bid,-,-
28,Himachal Pradesh,Bharti,No Bid,-,-
28,Bihar,Bharti,No Bid,-,-
28,Orissa,Bharti,No Bid,-,-
28,Assam,Bharti,No Bid,-,-
28,North East,Bharti,No Bid,-,-
28,Jammu & Kashmir,Bharti,No Bid,-,-
28,Delhi,Idea,Bid,-,-
28,Mumbai,Idea,Bid,-,-
28,Kolkata,Idea,No Bid,-,-
28,Maharashtra,Idea,No Bid,-,-
28,Gujarat,Idea,No Bid,-,-
28,Andhra Pradesh,Idea,No Bid,-,-
28,Karnataka,Idea,Bid,-,-
28,Tamil Nadu,Idea,Bid,-,-
28,Kerala,Idea,No Bid,-,-
28,Punjab,Idea,No Bid,-,-
28,Haryana,Idea,No Bid,-,-
28,Uttar Pradesh (East),Idea,No Bid,-,-
28,Uttar Pradesh (West),Idea,No Bid,-,-
28,Rajasthan,Idea,No Bid,-,-
28,Madhya Pradesh,Idea,No Bid,-,-
28,West Bengal,Idea,No Bid,-,-
28,Himachal Pradesh,Idea,No Bid,-,-
28,Bihar,Idea,No Bid,-,-
28,Orissa,Idea,No Bid,-,-
28,Assam,Idea,No Bid,-,-
28,North East,Idea,No Bid,-,-
28,Jammu & Kashmir,Idea,No Bid,-,-
28,Delhi,Infotel,Bid,692.96,1
28,Mumbai,Infotel,Bid,692.96,1
28,Kolkata,Infotel,Bid,316.28,1
28,Maharashtra,Infotel,Bid,666.07,1
28,Gujarat,Infotel,-,464.7,1
28,Andhra Pradesh,Infotel,Bid,637.83,1
28,Karnataka,Infotel,Bid,692.96,1
28,Tamil Nadu,Infotel,Bid,623.17,1
28,Kerala,Infotel,Bid,138.45,1
28,Punjab,Infotel,Bid,214.64,1
28,Haryana,Infotel,-,60.6,1
28,Uttar Pradesh (East),Infotel,Bid,71.63,1
28,Uttar Pradesh (West),Infotel,Bid,115.56,1
28,Rajasthan,Infotel,-,60.6,1
28,Madhya Pradesh,Infotel,-,66.89,1
28,West Bengal,Infotel,-,60.6,1
28,Himachal Pradesh,Infotel,-,15,1
28,Bihar,Infotel,-,16.53,1
28,Orissa,Infotel,-,15.3,1
28,Assam,Infotel,-,15,1
28,North East,Infotel,-,15,1
28,Jammu & Kashmir,Infotel,-,15,1
28,Delhi,Qualcomm,Bid,-,-
28,Mumbai,Qualcomm,Bid,-,-
28,Kolkata,Qualcomm,Bid,-,-
28,Maharashtra,Qualcomm,No Bid,-,-
28,Gujarat,Qualcomm,No Bid,-,-
28,Andhra Pradesh,Qualcomm,No Bid,-,-
28,Karnataka,Qualcomm,Bid,-,-
28,Tamil Nadu,Qualcomm,Bid,-,-
28,Kerala,Qualcomm,No Bid,-,-
28,Punjab,Qualcomm,No Bid,-,-
28,Haryana,Qualcomm,No Bid,-,-
28,Uttar Pradesh (East),Qualcomm,No Bid,-,-
28,Uttar Pradesh (West),Qualcomm,No Bid,-,-
28,Rajasthan,Qualcomm,No Bid,-,-
28,Madhya Pradesh,Qualcomm,No Bid,-,-
28,West Bengal,Qualcomm,No Bid,-,-
28,Himachal Pradesh,Qualcomm,No Bid,-,-
28,Bihar,Qualcomm,No Bid,-,-
28,Orissa,Qualcomm,No Bid,-,-
28,Assam,Qualcomm,No Bid,-,-
28,North East,Qualcomm,No Bid,-,-
28,Jammu & Kashmir,Qualcomm,No Bid,-,-
28,Delhi,Reliance,Bid,-,-
28,Mumbai,Reliance,Bid,-,-
28,Kolkata,Reliance,Bid,-,-
28,Maharashtra,Reliance,No Bid,-,-
28,Gujarat,Reliance,No Bid,-,-
28,Andhra Pradesh,Reliance,No Bid,-,-
28,Karnataka,Reliance,Bid,-,-
28,Tamil Nadu,Reliance,No Bid,-,-
28,Kerala,Reliance,No Bid,-,-
28,Punjab,Reliance,No Bid,-,-
28,Haryana,Reliance,No Bid,-,-
28,Uttar Pradesh (East),Reliance,Bid,-,-
28,Uttar Pradesh (West),Reliance,No Bid,-,-
28,Rajasthan,Reliance,No Bid,-,-
28,Madhya Pradesh,Reliance,No Bid,-,-
28,West Bengal,Reliance,No Bid,-,-
28,Himachal Pradesh,Reliance,No Bid,-,-
28,Bihar,Reliance,No Bid,-,-
28,Orissa,Reliance,No Bid,-,-
28,Assam,Reliance,No Bid,-,-
28,North East,Reliance,No Bid,-,-
28,Jammu & Kashmir,Reliance,No Bid,-,-
28,Delhi,Spice,Bid,-,-
28,Mumbai,Spice,Bid,-,-
28,Kolkata,Spice,No Bid,-,-
28,Maharashtra,Spice,No Bid,-,-
28,Gujarat,Spice,No Bid,-,-
28,Andhra Pradesh,Spice,No Bid,-,-
28,Karnataka,Spice,No Bid,-,-
28,Tamil Nadu,Spice,No Bid,-,-
28,Kerala,Spice,No Bid,-,-
28,Punjab,Spice,No Bid,-,-
28,Haryana,Spice,No Bid,-,-
28,Uttar Pradesh (East),Spice,No Bid,-,-
28,Uttar Pradesh (West),Spice,No Bid,-,-
28,Rajasthan,Spice,No Bid,-,-
28,Madhya Pradesh,Spice,No Bid,-,-
28,West Bengal,Spice,No Bid,-,-
28,Himachal Pradesh,Spice,No Bid,-,-
28,Bihar,Spice,No Bid,-,-
28,Orissa,Spice,No Bid,-,-
28,Assam,Spice,No Bid,-,-
28,North East,Spice,No Bid,-,-
28,Jammu & Kashmir,Spice,No Bid,-,-
28,Delhi,Tata,Bid,-,-
28,Mumbai,Tata,Bid,-,-
28,Kolkata,Tata,Bid,-,-
28,Maharashtra,Tata,No Bid,-,-
28,Gujarat,Tata,No Bid,-,-
28,Andhra Pradesh,Tata,No Bid,-,-
28,Karnataka,Tata,Bid,-,-
28,Tamil Nadu,Tata,No Bid,-,-
28,Kerala,Tata,Bid,-,-
28,Punjab,Tata,No Bid,-,-
28,Haryana,Tata,No Bid,-,-
28,Uttar Pradesh (East),Tata,No Bid,-,-
28,Uttar Pradesh (West),Tata,No Bid,-,-
28,Rajasthan,Tata,No Bid,-,-
28,Madhya Pradesh,Tata,No Bid,-,-
28,West Bengal,Tata,No Bid,-,-
28,Himachal Pradesh,Tata,No Bid,-,-
28,Bihar,Tata,No Bid,-,-
28,Orissa,Tata,No Bid,15.15,2
28,Assam,Tata,No Bid,-,-
28,North East,Tata,No Bid,-,-
28,Jammu & Kashmir,Tata,No Bid,-,-
28,Delhi,Tikona,Bid,-,-
28,Mumbai,Tikona,Bid,-,-
28,Kolkata,Tikona,Bid,-,-
28,Maharashtra,Tikona,No Bid,-,-
28,Gujarat,Tikona,No Bid,-,-
28,Andhra Pradesh,Tikona,No Bid,-,-
28,Karnataka,Tikona,No Bid,-,-
28,Tamil Nadu,Tikona,No Bid,-,-
28,Kerala,Tikona,No Bid,-,-
28,Punjab,Tikona,No Bid,-,-
28,Haryana,Tikona,No Bid,60,2
28,Uttar Pradesh (East),Tikona,No Bid,-,-
28,Uttar Pradesh (West),Tikona,No Bid,-,-
28,Rajasthan,Tikona,No Bid,60,2
28,Madhya Pradesh,Tikona,No Bid,-,-
28,West Bengal,Tikona,No Bid,60,2
28,Himachal Pradesh,Tikona,No Bid,-,-
28,Bihar,Tikona,No Bid,-,-
28,Orissa,Tikona,No Bid,-,-
28,Assam,Tikona,No Bid,-,-
28,North East,Tikona,No Bid,-,-
28,Jammu & Kashmir,Tikona,No Bid,-,-
28,Delhi,Vodafone,No Bid,-,-
28,Mumbai,Vodafone,No Bid,-,-
28,Kolkata,Vodafone,Bid,-,-
28,Maharashtra,Vodafone,No Bid,-,-
28,Gujarat,Vodafone,No Bid,-,-
28,Andhra Pradesh,Vodafone,No Bid,-,-
28,Karnataka,Vodafone,No Bid,-,-
28,Tamil Nadu,Vodafone,No Bid,-,-
28,Kerala,Vodafone,No Bid,-,-
28,Punjab,Vodafone,No Bid,-,-
28,Haryana,Vodafone,No Bid,-,-
28,Uttar Pradesh (East),Vodafone,No Bid,-,-
28,Uttar Pradesh (West),Vodafone,No Bid,-,-
28,Rajasthan,Vodafone,No Bid,-,-
28,Madhya Pradesh,Vodafone,No Bid,-,-
28,West Bengal,Vodafone,No Bid,-,-
28,Himachal Pradesh,Vodafone,No Bid,-,-
28,Bihar,Vodafone,No Bid,-,-
28,Orissa,Vodafone,No Bid,-,-
28,Assam,Vodafone,No Bid,-,-
28,North East,Vodafone,No Bid,-,-
28,Jammu & Kashmir,Vodafone,No Bid,-,-
29,Delhi,Aircel,Bid,712.96,2
29,Mumbai,Aircel,Bid,712.96,2
29,Kolkata,Aircel,No Bid,-,-
29,Maharashtra,Aircel,Bid,672.73,2
29,Gujarat,Aircel,No Bid,-,-
29,Andhra Pradesh,Aircel,Bid,644.2,2
29,Karnataka,Aircel,Bid,712.96,2
29,Tamil Nadu,Aircel,Bid,643.17,2
29,Kerala,Aircel,No Bid,-,-
29,Punjab,Aircel,No Bid,-,-
29,Haryana,Aircel,No Bid,-,-
29,Uttar Pradesh (East),Aircel,No Bid,-,-
29,Uttar Pradesh (West),Aircel,No Bid,-,-
29,Rajasthan,Aircel,No Bid,-,-
29,Madhya Pradesh,Aircel,No Bid,-,-
29,West Bengal,Aircel,No Bid,-,-
29,Himachal Pradesh,Aircel,No Bid,-,-
29,Bihar,Aircel,No Bid,-,-
29,Orissa,Aircel,No Bid,-,-
29,Assam,Aircel,No Bid,-,-
29,North East,Aircel,No Bid,-,-
29,Jammu & Kashmir,Aircel,No Bid,-,-
29,Delhi,Augere,No Bid,-,-
29,Mumbai,Augere,No Bid,-,-
29,Kolkata,Augere,No Bid,-,-
29,Maharashtra,Augere,No Bid,-,-
29,Gujarat,Augere,No Bid,-,-
29,Andhra Pradesh,Augere,No Bid,-,-
29,Karnataka,Augere,No Bid,-,-
29,Tamil Nadu,Augere,No Bid,-,-
29,Kerala,Augere,No Bid,-,-
29,Punjab,Augere,No Bid,-,-
29,Haryana,Augere,No Bid,-,-
29,Uttar Pradesh (East),Augere,No Bid,-,-
29,Uttar Pradesh (West),Augere,No Bid,-,-
29,Rajasthan,Augere,No Bid,-,-
29,Madhya Pradesh,Augere,No Bid,66.23,2
29,West Bengal,Augere,No Bid,-,-
29,Himachal Pradesh,Augere,No Bid,-,-
29,Bihar,Augere,No Bid,16.37,2
29,Orissa,Augere,No Bid,-,-
29,Assam,Augere,No Bid,-,-
29,North East,Augere,No Bid,-,-
29,Jammu & Kashmir,Augere,No Bid,-,-
29,Delhi,Bharti,No Bid,-,-
29,Mumbai,Bharti,No Bid,-,-
29,Kolkata,Bharti,No Bid,-,-
29,Maharashtra,Bharti,No Bid,-,-
29,Gujarat,Bharti,No Bid,444.7,2
29,Andhra Pradesh,Bharti,No Bid,-,-
29,Karnataka,Bharti,No Bid,-,-
29,Tamil Nadu,Bharti,No Bid,-,-
29,Kerala,Bharti,No Bid,-,-
29,Punjab,Bharti,No Bid,212.52,2
29,Haryana,Bharti,No Bid,-,-
29,Uttar Pradesh (East),Bharti,No Bid,-,-
29,Uttar Pradesh (West),Bharti,No Bid,115.56,2
29,Rajasthan,Bharti,No Bid,-,-
29,Madhya Pradesh,Bharti,No Bid,-,-
29,West Bengal,Bharti,No Bid,-,-
29,Himachal Pradesh,Bharti,No Bid,-,-
29,Bihar,Bharti,No Bid,-,-
29,Orissa,Bharti,No Bid,-,-
29,Assam,Bharti,No Bid,-,-
29,North East,Bharti,No Bid,-,-
29,Jammu & Kashmir,Bharti,No Bid,-,-
29,Delhi,Idea,Bid,-,-
29,Mumbai,Idea,Bid,-,-
29,Kolkata,Idea,Bid,-,-
29,Maharashtra,Idea,No Bid,-,-
29,Gujarat,Idea,No Bid,-,-
29,Andhra Pradesh,Idea,No Bid,-,-
29,Karnataka,Idea,Bid,-,-
29,Tamil Nadu,Idea,Bid,-,-
29,Kerala,Idea,No Bid,-,-
29,Punjab,Idea,No Bid,-,-
29,Haryana,Idea,No Bid,-,-
29,Uttar Pradesh (East),Idea,No Bid,-,-
29,Uttar Pradesh (West),Idea,No Bid,-,-
29,Rajasthan,Idea,No Bid,-,-
29,Madhya Pradesh,Idea,No Bid,-,-
29,West Bengal,Idea,No Bid,-,-
29,Himachal Pradesh,Idea,No Bid,-,-
29,Bihar,Idea,No Bid,-,-
29,Orissa,Idea,No Bid,-,-
29,Assam,Idea,No Bid,-,-
29,North East,Idea,No Bid,-,-
29,Jammu & Kashmir,Idea,No Bid,-,-
29,Delhi,Infotel,Bid,712.96,1
29,Mumbai,Infotel,Bid,712.96,1
29,Kolkata,Infotel,Bid,326.28,1
29,Maharashtra,Infotel,Bid,672.73,1
29,Gujarat,Infotel,-,464.7,1
29,Andhra Pradesh,Infotel,Bid,644.2,1
29,Karnataka,Infotel,Bid,712.96,1
29,Tamil Nadu,Infotel,Bid,643.17,1
29,Kerala,Infotel,Bid,139.83,1
29,Punjab,Infotel,-,214.64,1
29,Haryana,Infotel,-,60.6,1
29,Uttar Pradesh (East),Infotel,Bid,72.34,1
29,Uttar Pradesh (West),Infotel,Bid,116.71,1
29,Rajasthan,Infotel,-,60.6,1
29,Madhya Pradesh,Infotel,-,66.89,1
29,West Bengal,Infotel,-,60.6,1
29,Himachal Pradesh,Infotel,-,15,1
29,Bihar,Infotel,-,16.53,1
29,Orissa,Infotel,-,15.3,1
29,Assam,Infotel,-,15,1
29,North East,Infotel,-,15,1
29,Jammu & Kashmir,Infotel,-,15,1
