Clock_Round,Service_Area,Bidder,bid_decision,prov_win_bid,prov_rank
13,West Bengal,Videocon,No Bid,-,-
13,Himachal Pradesh,Videocon,No Bid,-,-
13,Bihar,Videocon,No Bid,-,-
13,Orissa,Videocon,No Bid,-,-
13,Assam,Videocon,No Bid,-,-
13,North East,Videocon,No Bid,-,-
13,Jammu & Kashmir,Videocon,No Bid,-,-
13,Delhi,Vodafone,Bid,404.19,1
13,Mumbai,Vodafone,-,384.94,2
13,Maharashtra,Vodafone,Bid,392.66,2
13,Gujarat,Vodafone,Bid,404.18,1
13,Andhra Pradesh,Vodafone,No Bid,-,-
13,Karnataka,Vodafone,Bid,388.78,1
13,Tamil Nadu,Vodafone,Bid,392.66,2
13,Kolkata,Vodafone,Bid,147.21,2
13,Kerala,Vodafone,No Bid,-,-
13,Punjab,Vodafone,Bid,123.63,4
13,Haryana,Vodafone,No Bid,-,-
13,Uttar Pradesh (East),Vodafone,Bid,147.21,2
13,Uttar Pradesh (West),Vodafone,Bid,147.21,2
13,Rajasthan,Vodafone,No Bid,-,-
13,Madhya Pradesh,Vodafone,No Bid,-,-
13,West Bengal,Vodafone,-,123.63,1
13,Himachal Pradesh,Vodafone,No Bid,-,-
13,Bihar,Vodafone,No Bid,-,-
13,Orissa,Vodafone,No Bid,-,-
13,Assam,Vodafone,No Bid,-,-
13,North East,Vodafone,No Bid,-,-
13,Jammu & Kashmir,Vodafone,No Bid,-,-
14,Delhi,Aircel,Bid,408.23,2
14,Mumbai,Aircel,Bid,388.78,1
14,Maharashtra,Aircel,Bid,396.58,1
14,Gujarat,Aircel,Bid,408.22,2
14,Andhra Pradesh,Aircel,Bid,396.58,1
14,Karnataka,Aircel,No Bid,-,-
14,Tamil Nadu,Aircel,Bid,396.58,1
14,Kolkata,Aircel,Bid,148.68,1
14,Kerala,Aircel,No Bid,-,-
14,Punjab,Aircel,No Bid,-,-
14,Haryana,Aircel,Bid,138.71,2
14,Uttar Pradesh (East),Aircel,Bid,148.68,1
14,Uttar Pradesh (West),Aircel,Bid,148.68,1
14,Rajasthan,Aircel,Bid,150.38,1
14,Madhya Pradesh,Aircel,No Bid,-,-
14,West Bengal,Aircel,Bid,123.63,4
14,Himachal Pradesh,Aircel,No Bid,-,-
14,Bihar,Aircel,-,31.81,3
14,Orissa,Aircel,No Bid,-,-
14,Assam,Aircel,No Bid,-,-
14,North East,Aircel,No Bid,30.00,2
14,Jammu & Kashmir,Aircel,No Bid,30.00,2
14,Delhi,Bharti,No Bid,-,-
14,Mumbai,Bharti,No Bid,-,-
14,Maharashtra,Bharti,Bid,396.58,2
14,Gujarat,Bharti,Bid,408.22,3
14,Andhra Pradesh,Bharti,Bid,396.58,3
14,Karnataka,Bharti,Bid,392.66,2
14,Tamil Nadu,Bharti,No Bid,-,-
14,Kolkata,Bharti,Bid,148.68,2
14,Kerala,Bharti,Bid,147.21,3
14,Punjab,Bharti,No Bid,123.63,2
14,Haryana,Bharti,Bid,138.71,3
14,Uttar Pradesh (East),Bharti,Bid,148.68,3
14,Uttar Pradesh (West),Bharti,Bid,148.68,2
14,Rajasthan,Bharti,Bid,150.38,3
14,Madhya Pradesh,Bharti,No Bid,-,-
14,West Bengal,Bharti,-,123.63,2
14,Himachal Pradesh,Bharti,No Bid,30.00,3
14,Bihar,Bharti,No Bid,-,-
14,Orissa,Bharti,No Bid,30.00,3
14,Assam,Bharti,No Bid,30.00,1
14,North East,Bharti,No Bid,30.00,3
14,Jammu & Kashmir,Bharti,No Bid,30.00,4
14,Delhi,Etisalat,No Bid,-,-
14,Mumbai,Etisalat,No Bid,-,-
14,Maharashtra,Etisalat,No Bid,-,-
14,Gujarat,Etisalat,Bid,-,-
14,Andhra Pradesh,Etisalat,No Bid,-,-
14,Karnataka,Etisalat,Bid,392.66,3
14,Tamil Nadu,Etisalat,Bid,-,-
14,Kolkata,Etisalat,No Bid,-,-
14,Kerala,Etisalat,No Bid,-,-
14,Punjab,Etisalat,No Bid,-,-
14,Haryana,Etisalat,No Bid,-,-
14,Uttar Pradesh (East),Etisalat,No Bid,-,-
14,Uttar Pradesh (West),Etisalat,No Bid,-,-
14,Rajasthan,Etisalat,No Bid,-,-
14,Madhya Pradesh,Etisalat,No Bid,-,-
14,West Bengal,Etisalat,No Bid,-,-
14,Himachal Pradesh,Etisalat,No Bid,-,-
14,Bihar,Etisalat,No Bid,-,-
14,Orissa,Etisalat,No Bid,-,-
14,Assam,Etisalat,No Bid,-,-
14,North East,Etisalat,No Bid,-,-
14,Jammu & Kashmir,Etisalat,No Bid,-,-
14,Delhi,Idea,No Bid,-,-
14,Mumbai,Idea,Bid,388.78,2
14,Maharashtra,Idea,No Bid,-,-
14,Gujarat,Idea,No Bid,-,-
14,Andhra Pradesh,Idea,Bid,396.58,2
14,Karnataka,Idea,No Bid,-,-
14,Tamil Nadu,Idea,Bid,396.58,2
14,Kolkata,Idea,No Bid,-,-
14,Kerala,Idea,No Bid,-,-
14,Punjab,Idea,No Bid,123.63,4
14,Haryana,Idea,No Bid,-,-
14,Uttar Pradesh (East),Idea,Bid,148.68,2
14,Uttar Pradesh (West),Idea,No Bid,-,-
14,Rajasthan,Idea,No Bid,-,-
14,Madhya Pradesh,Idea,Bid,146.09,3
14,West Bengal,Idea,No Bid,-,-
14,Himachal Pradesh,Idea,No Bid,30.00,2
14,Bihar,Idea,-,31.81,2
14,Orissa,Idea,No Bid,-,-
14,Assam,Idea,No Bid,-,-
14,North East,Idea,No Bid,-,-
14,Jammu & Kashmir,Idea,No Bid,-,-
14,Delhi,Reliance,Bid,-,-
14,Mumbai,Reliance,Bid,388.78,3
14,Maharashtra,Reliance,Bid,396.58,3
14,Gujarat,Reliance,No Bid,-,-
14,Andhra Pradesh,Reliance,No Bid,-,-
14,Karnataka,Reliance,No Bid,-,-
14,Tamil Nadu,Reliance,Bid,396.58,3
14,Kolkata,Reliance,Bid,148.68,3
14,Kerala,Reliance,No Bid,-,-
14,Punjab,Reliance,No Bid,123.63,3
14,Haryana,Reliance,No Bid,-,-
14,Uttar Pradesh (East),Reliance,Bid,-,-
14,Uttar Pradesh (West),Reliance,Bid,148.68,3
14,Rajasthan,Reliance,Bid,-,-
14,Madhya Pradesh,Reliance,No Bid,-,-
14,West Bengal,Reliance,-,123.63,3
14,Himachal Pradesh,Reliance,No Bid,30.00,4
14,Bihar,Reliance,No Bid,-,-
14,Orissa,Reliance,No Bid,30.00,2
14,Assam,Reliance,No Bid,30.00,3
14,North East,Reliance,No Bid,-,-
14,Jammu & Kashmir,Reliance,No Bid,30.00,3
14,Delhi,STel,No Bid,-,-
14,Mumbai,STel,No Bid,-,-
14,Maharashtra,STel,No Bid,-,-
14,Gujarat,STel,No Bid,-,-
14,Andhra Pradesh,STel,No Bid,-,-
14,Karnataka,STel,No Bid,-,-
14,Tamil Nadu,STel,No Bid,-,-
14,Kolkata,STel,No Bid,-,-
14,Kerala,STel,No Bid,-,-
14,Punjab,STel,No Bid,-,-
14,Haryana,STel,No Bid,-,-
14,Uttar Pradesh (East),STel,No Bid,-,-
14,Uttar Pradesh (West),STel,No Bid,-,-
14,Rajasthan,STel,No Bid,-,-
14,Madhya Pradesh,STel,No Bid,-,-
14,West Bengal,STel,No Bid,-,-
14,Himachal Pradesh,STel,-,30.30,1
14,Bihar,STel,No Bid,31.50,4
14,Orissa,STel,No Bid,30.00,1
14,Assam,STel,No Bid,30.00,2
14,North East,STel,-,30.30,1
14,Jammu & Kashmir,STel,No Bid,-,-
14,Delhi,Tata,Bid,408.23,1
14,Mumbai,Tata,No Bid,-,-
14,Maharashtra,Tata,No Bid,-,-
14,Gujarat,Tata,Bid,408.22,1
14,Andhra Pradesh,Tata,No Bid,-,-
14,Karnataka,Tata,Bid,392.66,1
14,Tamil Nadu,Tata,No Bid,-,-
14,Kolkata,Tata,No Bid,-,-
14,Kerala,Tata,Bid,147.21,1
14,Punjab,Tata,Bid,124.86,1
14,Haryana,Tata,-,138.71,1
14,Uttar Pradesh (East),Tata,No Bid,-,-
14,Uttar Pradesh (West),Tata,No Bid,-,-
14,Rajasthan,Tata,No Bid,-,-
14,Madhya Pradesh,Tata,Bid,146.09,1
14,West Bengal,Tata,No Bid,-,-
14,Himachal Pradesh,Tata,No Bid,-,-
14,Bihar,Tata,-,31.81,1
14,Orissa,Tata,No Bid,-,-
14,Assam,Tata,No Bid,-,-
14,North East,Tata,No Bid,-,-
14,Jammu & Kashmir,Tata,No Bid,30.00,1
14,Delhi,Videocon,No Bid,-,-
14,Mumbai,Videocon,No Bid,-,-
14,Maharashtra,Videocon,No Bid,-,-
14,Gujarat,Videocon,No Bid,-,-
14,Andhra Pradesh,Videocon,No Bid,-,-
14,Karnataka,Videocon,No Bid,-,-
14,Tamil Nadu,Videocon,No Bid,-,-
14,Kolkata,Videocon,No Bid,-,-
14,Kerala,Videocon,No Bid,-,-
14,Punjab,Videocon,No Bid,-,-
14,Haryana,Videocon,No Bid,-,-
14,Uttar Pradesh (East),Videocon,No Bid,-,-
14,Uttar Pradesh (West),Videocon,No Bid,-,-
14,Rajasthan,Videocon,No Bid,-,-
14,Madhya Pradesh,Videocon,No Bid,-,-
14,West Bengal,Videocon,No Bid,-,-
14,Himachal Pradesh,Videocon,No Bid,-,-
14,Bihar,Videocon,No Bid,-,-
14,Orissa,Videocon,No Bid,-,-
14,Assam,Videocon,No Bid,-,-
14,North East,Videocon,No Bid,-,-
14,Jammu & Kashmir,Videocon,No Bid,-,-
14,Delhi,Vodafone,Bid,408.23,3
14,Mumbai,Vodafone,No Bid,-,-
14,Maharashtra,Vodafone,No Bid,-,-
14,Gujarat,Vodafone,No Bid,-,-
14,Andhra Pradesh,Vodafone,No Bid,-,-
14,Karnataka,Vodafone,No Bid,-,-
14,Tamil Nadu,Vodafone,No Bid,-,-
14,Kolkata,Vodafone,No Bid,-,-
14,Kerala,Vodafone,Bid,147.21,2
14,Punjab,Vodafone,No Bid,-,-
14,Haryana,Vodafone,No Bid,-,-
14,Uttar Pradesh (East),Vodafone,No Bid,-,-
14,Uttar Pradesh (West),Vodafone,No Bid,-,-
14,Rajasthan,Vodafone,Bid,150.38,2
14,Madhya Pradesh,Vodafone,Bid,146.09,2
14,West Bengal,Vodafone,-,123.63,1
14,Himachal Pradesh,Vodafone,No Bid,-,-
14,Bihar,Vodafone,No Bid,-,-
14,Orissa,Vodafone,No Bid,-,-
14,Assam,Vodafone,No Bid,-,-
14,North East,Vodafone,No Bid,-,-
14,Jammu & Kashmir,Vodafone,No Bid,-,-
15,Delhi,Aircel,Bid,412.31,2
15,Mumbai,Aircel,No Bid,388.78,3
15,Maharashtra,Aircel,No Bid,-,-
15,Gujarat,Aircel,Bid,412.30,2
15,Andhra Pradesh,Aircel,No Bid,-,-
15,Karnataka,Aircel,No Bid,-,-
15,Tamil Nadu,Aircel,No Bid,-,-
15,Kolkata,Aircel,No Bid,-,-
15,Kerala,Aircel,Bid,148.68,1
15,Punjab,Aircel,No Bid,-,-
15,Haryana,Aircel,Bid,140.09,1
15,Uttar Pradesh (East),Aircel,Bid,150.16,3
15,Uttar Pradesh (West),Aircel,No Bid,-,-
15,Rajasthan,Aircel,Bid,151.88,2
15,Madhya Pradesh,Aircel,No Bid,-,-
15,West Bengal,Aircel,No Bid,123.63,4
15,Himachal Pradesh,Aircel,No Bid,-,-
15,Bihar,Aircel,-,31.81,3
15,Orissa,Aircel,No Bid,-,-
15,Assam,Aircel,No Bid,-,-
15,North East,Aircel,No Bid,30.00,2
15,Jammu & Kashmir,Aircel,No Bid,30.00,2
15,Delhi,Bharti,No Bid,-,-
15,Mumbai,Bharti,No Bid,-,-
15,Maharashtra,Bharti,No Bid,-,-
15,Gujarat,Bharti,No Bid,-,-
15,Andhra Pradesh,Bharti,No Bid,-,-
15,Karnataka,Bharti,No Bid,-,-
15,Tamil Nadu,Bharti,Bid,400.54,3
15,Kolkata,Bharti,No Bid,-,-
15,Kerala,Bharti,No Bid,-,-
15,Punjab,Bharti,No Bid,123.63,3
15,Haryana,Bharti,No Bid,-,-
15,Uttar Pradesh (East),Bharti,No Bid,-,-
15,Uttar Pradesh (West),Bharti,No Bid,-,-
15,Rajasthan,Bharti,No Bid,-,-
15,Madhya Pradesh,Bharti,Bid,147.55,1
15,West Bengal,Bharti,No Bid,123.63,2
15,Himachal Pradesh,Bharti,No Bid,30.00,3
15,Bihar,Bharti,No Bid,-,-
15,Orissa,Bharti,No Bid,30.00,3
15,Assam,Bharti,No Bid,30.00,1
15,North East,Bharti,No Bid,30.00,3
15,Jammu & Kashmir,Bharti,No Bid,30.00,4
15,Delhi,Etisalat,No Bid,-,-
15,Mumbai,Etisalat,No Bid,-,-
15,Maharashtra,Etisalat,Bid,400.54,3
15,Gujarat,Etisalat,Bid,-,-
15,Andhra Pradesh,Etisalat,Bid,400.54,3
15,Karnataka,Etisalat,No Bid,-,-
15,Tamil Nadu,Etisalat,Bid,-,-
15,Kolkata,Etisalat,No Bid,-,-
15,Kerala,Etisalat,Bid,-,-
15,Punjab,Etisalat,No Bid,-,-
15,Haryana,Etisalat,No Bid,-,-
15,Uttar Pradesh (East),Etisalat,Bid,-,-
15,Uttar Pradesh (West),Etisalat,Bid,150.16,3
15,Rajasthan,Etisalat,Bid,-,-
15,Madhya Pradesh,Etisalat,Bid,147.55,3
15,West Bengal,Etisalat,No Bid,-,-
15,Himachal Pradesh,Etisalat,No Bid,-,-
15,Bihar,Etisalat,No Bid,-,-
15,Orissa,Etisalat,No Bid,-,-
15,Assam,Etisalat,No Bid,-,-
15,North East,Etisalat,No Bid,-,-
15,Jammu & Kashmir,Etisalat,No Bid,-,-
15,Delhi,Idea,Bid,412.31,3
15,Mumbai,Idea,No Bid,-,-
15,Maharashtra,Idea,No Bid,-,-
15,Gujarat,Idea,Bid,412.30,3
15,Andhra Pradesh,Idea,No Bid,-,-
15,Karnataka,Idea,Bid,396.58,2
15,Tamil Nadu,Idea,No Bid,-,-
15,Kolkata,Idea,Bid,150.16,3
15,Kerala,Idea,Bid,148.68,2
15,Punjab,Idea,No Bid,-,-
15,Haryana,Idea,Bid,140.09,2
15,Uttar Pradesh (East),Idea,No Bid,-,-
15,Uttar Pradesh (West),Idea,No Bid,-,-
15,Rajasthan,Idea,Bid,151.88,3
15,Madhya Pradesh,Idea,No Bid,-,-
15,West Bengal,Idea,No Bid,-,-
15,Himachal Pradesh,Idea,No Bid,30.00,2
15,Bihar,Idea,-,31.81,2
15,Orissa,Idea,No Bid,-,-
15,Assam,Idea,No Bid,-,-
15,North East,Idea,No Bid,-,-
15,Jammu & Kashmir,Idea,No Bid,-,-
15,Delhi,Reliance,Bid,-,-
15,Mumbai,Reliance,No Bid,-,-
15,Maharashtra,Reliance,No Bid,-,-
15,Gujarat,Reliance,No Bid,-,-
15,Andhra Pradesh,Reliance,Bid,400.54,2
15,Karnataka,Reliance,No Bid,-,-
15,Tamil Nadu,Reliance,No Bid,-,-
15,Kolkata,Reliance,No Bid,-,-
15,Kerala,Reliance,Bid,148.68,3
15,Punjab,Reliance,No Bid,123.63,4
15,Haryana,Reliance,Bid,140.09,3
15,Uttar Pradesh (East),Reliance,Bid,-,-
15,Uttar Pradesh (West),Reliance,No Bid,-,-
15,Rajasthan,Reliance,Bid,-,-
15,Madhya Pradesh,Reliance,Bid,147.55,2
15,West Bengal,Reliance,No Bid,123.63,3
15,Himachal Pradesh,Reliance,No Bid,30.00,4
15,Bihar,Reliance,No Bid,-,-
15,Orissa,Reliance,No Bid,30.00,2
15,Assam,Reliance,No Bid,30.00,3
15,North East,Reliance,No Bid,-,-
15,Jammu & Kashmir,Reliance,No Bid,30.00,3
15,Delhi,STel,No Bid,-,-
15,Mumbai,STel,No Bid,-,-
15,Maharashtra,STel,No Bid,-,-
15,Gujarat,STel,No Bid,-,-
15,Andhra Pradesh,STel,No Bid,-,-
15,Karnataka,STel,No Bid,-,-
15,Tamil Nadu,STel,No Bid,-,-
15,Kolkata,STel,No Bid,-,-
15,Kerala,STel,No Bid,-,-
15,Punjab,STel,No Bid,-,-
15,Haryana,STel,No Bid,-,-
15,Uttar Pradesh (East),STel,No Bid,-,-
15,Uttar Pradesh (West),STel,No Bid,-,-
15,Rajasthan,STel,No Bid,-,-
15,Madhya Pradesh,STel,No Bid,-,-
15,West Bengal,STel,No Bid,-,-
15,Himachal Pradesh,STel,-,30.30,1
15,Bihar,STel,No Bid,31.50,4
15,Orissa,STel,No Bid,30.00,1
15,Assam,STel,No Bid,30.00,2
15,North East,STel,-,30.30,1
15,Jammu & Kashmir,STel,No Bid,-,-
15,Delhi,Tata,No Bid,-,-
15,Mumbai,Tata,Bid,392.66,1
15,Maharashtra,Tata,Bid,400.54,1
15,Gujarat,Tata,No Bid,-,-
15,Andhra Pradesh,Tata,Bid,400.54,1
15,Karnataka,Tata,No Bid,392.66,3
15,Tamil Nadu,Tata,Bid,400.54,1
15,Kolkata,Tata,Bid,150.16,1
15,Kerala,Tata,No Bid,-,-
15,Punjab,Tata,-,124.86,1
15,Haryana,Tata,No Bid,-,-
15,Uttar Pradesh (East),Tata,Bid,150.16,1
15,Uttar Pradesh (West),Tata,Bid,150.16,1
15,Rajasthan,Tata,Bid,151.88,1
15,Madhya Pradesh,Tata,No Bid,-,-
15,West Bengal,Tata,No Bid,-,-
15,Himachal Pradesh,Tata,No Bid,-,-
15,Bihar,Tata,-,31.81,1
15,Orissa,Tata,No Bid,-,-
15,Assam,Tata,No Bid,-,-
15,North East,Tata,No Bid,-,-
15,Jammu & Kashmir,Tata,No Bid,30.00,1
15,Delhi,Videocon,No Bid,-,-
15,Mumbai,Videocon,No Bid,-,-
15,Maharashtra,Videocon,No Bid,-,-
15,Gujarat,Videocon,No Bid,-,-
15,Andhra Pradesh,Videocon,No Bid,-,-
15,Karnataka,Videocon,No Bid,-,-
15,Tamil Nadu,Videocon,No Bid,-,-
15,Kolkata,Videocon,No Bid,-,-
15,Kerala,Videocon,No Bid,-,-
15,Punjab,Videocon,No Bid,-,-
15,Haryana,Videocon,No Bid,-,-
15,Uttar Pradesh (East),Videocon,No Bid,-,-
15,Uttar Pradesh (West),Videocon,No Bid,-,-
15,Rajasthan,Videocon,No Bid,-,-
15,Madhya Pradesh,Videocon,No Bid,-,-
15,West Bengal,Videocon,No Bid,-,-
15,Himachal Pradesh,Videocon,No Bid,-,-
15,Bihar,Videocon,No Bid,-,-
15,Orissa,Videocon,No Bid,-,-
15,Assam,Videocon,No Bid,-,-
15,North East,Videocon,No Bid,-,-
15,Jammu & Kashmir,Videocon,No Bid,-,-
15,Delhi,Vodafone,Bid,412.31,1
15,Mumbai,Vodafone,Bid,392.66,2
15,Maharashtra,Vodafone,Bid,400.54,2
15,Gujarat,Vodafone,Bid,412.30,1
15,Andhra Pradesh,Vodafone,No Bid,-,-
15,Karnataka,Vodafone,Bid,396.58,1
15,Tamil Nadu,Vodafone,Bid,400.54,2
15,Kolkata,Vodafone,Bid,150.16,2
15,Kerala,Vodafone,No Bid,-,-
15,Punjab,Vodafone,Bid,124.86,2
15,Haryana,Vodafone,No Bid,-,-
15,Uttar Pradesh (East),Vodafone,Bid,150.16,2
15,Uttar Pradesh (West),Vodafone,Bid,150.16,2
15,Rajasthan,Vodafone,No Bid,-,-
15,Madhya Pradesh,Vodafone,No Bid,-,-
15,West Bengal,Vodafone,No Bid,123.63,1
15,Himachal Pradesh,Vodafone,No Bid,-,-
15,Bihar,Vodafone,No Bid,-,-
15,Orissa,Vodafone,No Bid,-,-
15,Assam,Vodafone,No Bid,-,-
15,North East,Vodafone,No Bid,-,-
15,Jammu & Kashmir,Vodafone,No Bid,-,-
16,Delhi,Aircel,Bid,416.43,3
16,Mumbai,Aircel,Bid,392.66,3
16,Maharashtra,Aircel,Bid,404.54,1
16,Gujarat,Aircel,Bid,416.42,2
16,Andhra Pradesh,Aircel,Bid,404.54,1
16,Karnataka,Aircel,No Bid,-,-
16,Tamil Nadu,Aircel,Bid,404.54,1
16,Kolkata,Aircel,Bid,151.66,1
16,Kerala,Aircel,No Bid,-,-
16,Punjab,Aircel,No Bid,-,-
16,Haryana,Aircel,No Bid,140.09,3
16,Uttar Pradesh (East),Aircel,Bid,157.66,2
16,Uttar Pradesh (West),Aircel,Bid,151.66,2
16,Rajasthan,Aircel,Bid,159.47,2
16,Madhya Pradesh,Aircel,No Bid,-,-
16,West Bengal,Aircel,No Bid,123.63,4
16,Himachal Pradesh,Aircel,No Bid,-,-
16,Bihar,Aircel,-,31.81,3
16,Orissa,Aircel,No Bid,-,-
16,Assam,Aircel,No Bid,-,-
16,North East,Aircel,No Bid,30.00,2
16,Jammu & Kashmir,Aircel,No Bid,30.00,2
16,Delhi,Bharti,No Bid,-,-
16,Mumbai,Bharti,No Bid,-,-
16,Maharashtra,Bharti,Bid,404.54,2
16,Gujarat,Bharti,Bid,416.42,3
16,Andhra Pradesh,Bharti,Bid,404.54,3
16,Karnataka,Bharti,Bid,396.58,3
16,Tamil Nadu,Bharti,No Bid,-,-
16,Kolkata,Bharti,Bid,151.66,2
16,Kerala,Bharti,Bid,150.16,3
16,Punjab,Bharti,No Bid,123.63,4
16,Haryana,Bharti,Bid,141.49,2
16,Uttar Pradesh (East),Bharti,Bid,-,-
16,Uttar Pradesh (West),Bharti,Bid,151.66,3
16,Rajasthan,Bharti,Bid,159.47,3
16,Madhya Pradesh,Bharti,No Bid,-,-
16,West Bengal,Bharti,No Bid,123.63,2
16,Himachal Pradesh,Bharti,No Bid,30.00,3
16,Bihar,Bharti,No Bid,-,-
16,Orissa,Bharti,No Bid,30.00,3
16,Assam,Bharti,No Bid,30.00,1
16,North East,Bharti,No Bid,30.00,3
16,Jammu & Kashmir,Bharti,No Bid,30.00,4
16,Delhi,Etisalat,No Bid,-,-
16,Mumbai,Etisalat,No Bid,-,-
16,Maharashtra,Etisalat,No Bid,-,-
16,Gujarat,Etisalat,Bid,-,-
16,Andhra Pradesh,Etisalat,No Bid,-,-
16,Karnataka,Etisalat,No Bid,-,-
16,Tamil Nadu,Etisalat,Bid,-,-
16,Kolkata,Etisalat,No Bid,-,-
16,Kerala,Etisalat,Bid,-,-
16,Punjab,Etisalat,No Bid,-,-
16,Haryana,Etisalat,No Bid,-,-
16,Uttar Pradesh (East),Etisalat,Bid,-,-
16,Uttar Pradesh (West),Etisalat,No Bid,-,-
16,Rajasthan,Etisalat,Bid,-,-
16,Madhya Pradesh,Etisalat,No Bid,-,-
16,West Bengal,Etisalat,No Bid,-,-
16,Himachal Pradesh,Etisalat,No Bid,-,-
16,Bihar,Etisalat,No Bid,-,-
16,Orissa,Etisalat,No Bid,-,-
16,Assam,Etisalat,No Bid,-,-
16,North East,Etisalat,No Bid,-,-
16,Jammu & Kashmir,Etisalat,No Bid,-,-
16,Delhi,Idea,No Bid,-,-
16,Mumbai,Idea,Bid,-,-
16,Maharashtra,Idea,No Bid,-,-
16,Gujarat,Idea,No Bid,-,-
16,Andhra Pradesh,Idea,Bid,404.54,2
16,Karnataka,Idea,-,396.58,2
16,Tamil Nadu,Idea,Bid,404.54,2
16,Kolkata,Idea,No Bid,-,-
16,Kerala,Idea,No Bid,-,-
16,Punjab,Idea,Bid,124.86,3
16,Haryana,Idea,No Bid,-,-
16,Uttar Pradesh (East),Idea,Bid,157.66,3
16,Uttar Pradesh (West),Idea,No Bid,-,-
16,Rajasthan,Idea,No Bid,-,-
16,Madhya Pradesh,Idea,Bid,149.02,3
16,West Bengal,Idea,No Bid,-,-
16,Himachal Pradesh,Idea,No Bid,30.00,2
16,Bihar,Idea,-,31.81,2
16,Orissa,Idea,No Bid,-,-
16,Assam,Idea,No Bid,-,-
16,North East,Idea,No Bid,-,-
16,Jammu & Kashmir,Idea,No Bid,-,-
16,Delhi,Reliance,Bid,-,-
16,Mumbai,Reliance,No Bid,-,-
16,Maharashtra,Reliance,Bid,404.54,3
16,Gujarat,Reliance,Bid,-,-
16,Andhra Pradesh,Reliance,No Bid,-,-
16,Karnataka,Reliance,No Bid,-,-
16,Tamil Nadu,Reliance,Bid,404.54,3
16,Kolkata,Reliance,Bid,151.66,3
16,Kerala,Reliance,No Bid,-,-
16,Punjab,Reliance,No Bid,-,-
16,Haryana,Reliance,No Bid,-,-
16,Uttar Pradesh (East),Reliance,Bid,-,-
16,Uttar Pradesh (West),Reliance,Bid,-,-
16,Rajasthan,Reliance,Bid,-,-
16,Madhya Pradesh,Reliance,No Bid,-,-
16,West Bengal,Reliance,No Bid,123.63,3
16,Himachal Pradesh,Reliance,No Bid,30.00,4
16,Bihar,Reliance,No Bid,-,-
16,Orissa,Reliance,No Bid,30.00,2
16,Assam,Reliance,No Bid,30.00,3
16,North East,Reliance,No Bid,-,-
16,Jammu & Kashmir,Reliance,No Bid,30.00,3
16,Delhi,STel,No Bid,-,-
16,Mumbai,STel,No Bid,-,-
16,Maharashtra,STel,No Bid,-,-
16,Gujarat,STel,No Bid,-,-
16,Andhra Pradesh,STel,No Bid,-,-
16,Karnataka,STel,No Bid,-,-
16,Tamil Nadu,STel,No Bid,-,-
16,Kolkata,STel,No Bid,-,-
16,Kerala,STel,No Bid,-,-
16,Punjab,STel,No Bid,-,-
16,Haryana,STel,No Bid,-,-
16,Uttar Pradesh (East),STel,No Bid,-,-
16,Uttar Pradesh (West),STel,No Bid,-,-
16,Rajasthan,STel,No Bid,-,-
16,Madhya Pradesh,STel,No Bid,-,-
16,West Bengal,STel,No Bid,-,-
16,Himachal Pradesh,STel,-,30.30,1
16,Bihar,STel,No Bid,31.50,4
16,Orissa,STel,No Bid,30.00,1
16,Assam,STel,No Bid,30.00,2
16,North East,STel,-,30.30,1
16,Jammu & Kashmir,STel,No Bid,-,-
16,Delhi,Tata,Bid,416.43,1
16,Mumbai,Tata,-,392.66,1
16,Maharashtra,Tata,No Bid,-,-
16,Gujarat,Tata,Bid,416.42,1
16,Andhra Pradesh,Tata,No Bid,-,-
16,Karnataka,Tata,No Bid,-,-
16,Tamil Nadu,Tata,No Bid,-,-
16,Kolkata,Tata,No Bid,-,-
16,Kerala,Tata,Bid,150.16,1
16,Punjab,Tata,-,124.86,1
16,Haryana,Tata,Bid,141.49,1
16,Uttar Pradesh (East),Tata,No Bid,-,-
16,Uttar Pradesh (West),Tata,No Bid,-,-
16,Rajasthan,Tata,No Bid,-,-
16,Madhya Pradesh,Tata,Bid,149.02,1
16,West Bengal,Tata,No Bid,-,-
16,Himachal Pradesh,Tata,No Bid,-,-
16,Bihar,Tata,-,31.81,1
16,Orissa,Tata,No Bid,-,-
16,Assam,Tata,No Bid,-,-
16,North East,Tata,No Bid,-,-
16,Jammu & Kashmir,Tata,No Bid,30.00,1
16,Delhi,Videocon,No Bid,-,-
16,Mumbai,Videocon,No Bid,-,-
16,Maharashtra,Videocon,No Bid,-,-
16,Gujarat,Videocon,No Bid,-,-
16,Andhra Pradesh,Videocon,No Bid,-,-
16,Karnataka,Videocon,No Bid,-,-
16,Tamil Nadu,Videocon,No Bid,-,-
16,Kolkata,Videocon,No Bid,-,-
16,Kerala,Videocon,No Bid,-,-
16,Punjab,Videocon,No Bid,-,-
16,Haryana,Videocon,No Bid,-,-
16,Uttar Pradesh (East),Videocon,No Bid,-,-
16,Uttar Pradesh (West),Videocon,No Bid,-,-
16,Rajasthan,Videocon,No Bid,-,-
16,Madhya Pradesh,Videocon,No Bid,-,-
16,West Bengal,Videocon,No Bid,-,-
16,Himachal Pradesh,Videocon,No Bid,-,-
16,Bihar,Videocon,No Bid,-,-
16,Orissa,Videocon,No Bid,-,-
16,Assam,Videocon,No Bid,-,-
16,North East,Videocon,No Bid,-,-
16,Jammu & Kashmir,Videocon,No Bid,-,-
16,Delhi,Vodafone,Bid,416.43,2
16,Mumbai,Vodafone,-,392.66,2
